n;rooms;price;totsp;livesp;kitsp;dist;metrdist;walk;brick;tel;bal;floor;new;floors;nfloor;floor1;floor2;nw;w;sw;sanuzel__1_razdel__0_sovm_;okrug;price_meter;ln_price_meter;ln_livesp;ln_totsp;ln_kitsp;ln_dist;ln_metrdist;ln_metrdist_walk;ln_livesp_sq;ln_totsp_sq;ln_kitsp_sq;ln_dist_sq;ln_metrdist_sq;ln_floors;ln_nfloor;ln_floors_sq;ln_nfloor_sq;non_livesp;ln_totsp2;ln_totsp3;ln_price_metr
390;1;11950000;55;40;9;9;10;0;0;1;1;1;0;32;6;0;0;1;0;0;;szao;217272.7;12.28891;3.688879;4.007333;2.197225;2.197225;2.302585;0;13.60783;16.05872;4.827796;4.827796;5.301898;3.465736;1.791759;12.01133;3.210402;6;16.05871926;50.1976505;12.28890853
391;1;5750000;30;21;6;9;10;0;0;0;0;1;0;24;3;0;0;1;0;0;;szao;191666.7;12.16351;3.044523;3.401197;1.791759;2.197225;2.302585;0;9.269117;11.56814;3.210402;4.827796;5.301898;3.178054;1.098612;10.10003;1.206949;3;11.56814363;28.2200343;12.16351321
392;1;14450000;55;47;8;9;10;0;0;1;0;1;0;24;14;0;0;1;0;0;;szao;262727.3;12.47887;3.850147;4.007333;2.079442;2.197225;2.302585;0;14.82364;16.05872;4.324077;4.827796;5.301898;3.178054;2.639057;10.10003;6.964624;0;16.05871926;57.07318873;12.47887189
393;1;6150000;34;21;6;9;8;0;0;1;0;0;0;5;1;1;0;1;0;0;0;szao;180882.4;12.1056;3.044523;3.526361;1.791759;2.197225;2.079442;0;9.269117;12.43522;3.210402;4.827796;4.324077;1.609438;0;2.590291;0;7;12.43521855;28.2200343;12.10560238
394;1;8550000;43;30;8;9;10;0;0;0;0;1;0;24;3;0;0;1;0;0;;szao;198837.2;12.20024;3.401197;3.7612;2.079442;2.197225;2.302585;0;11.56814;14.14663;4.324077;4.827796;5.301898;3.178054;1.098612;10.10003;1.206949;5;14.14662631;39.34553982;12.20024168
395;1;10550000;51;40;10;9;9;0;0;0;1;1;0;32;12;0;0;1;0;0;;szao;206862.8;12.23981;3.688879;3.931826;2.302585;2.197225;2.197225;0;13.60783;15.45925;5.301898;4.827796;4.827796;3.465736;2.484907;12.01133;6.174761;1;15.45925281;50.1976505;12.23981105
396;1;7400000;33;17;7;9;7;1;0;1;0;1;0;5;22;0;0;1;0;0;;szao;224242.4;12.32048;2.833213;3.496508;1.94591;2.197225;1.94591;1.94591;8.027098;12.22557;3.786566;4.827796;3.786566;1.609438;3.091043;2.590291;9.554543;9;12.22556513;22.74248075;12.32048289
397;1;6650000;31;18;6;9;3;1;1;1;0;0;0;5;1;1;0;1;0;0;0;szao;214516.1;12.27614;2.890372;3.433987;1.791759;2.197225;1.098612;1.098612;8.354249;11.79227;3.210402;4.827796;1.206949;1.609438;0;2.590291;0;7;11.79226812;24.14688508;12.27614007
398;1;6200000;32;19;6;9;5;0;1;1;1;1;0;9;8;0;0;1;0;0;0;szao;193750;12.17432;2.944439;3.465736;1.791759;2.197225;1.609438;0;8.669721;12.01133;3.210402;4.827796;2.590291;2.197225;2.079442;4.827796;4.324077;7;12.01132535;25.52746416;12.17432395
399;1;6850000;27;23;4;9;10;0;0;1;0;1;0;24;12;0;0;1;0;0;;szao;253703.7;12.44392;3.135494;3.295837;1.386294;2.197225;2.302585;0;9.831324;10.86254;1.921812;4.827796;5.301898;3.178054;2.484907;10.10003;6.174761;0;10.86254065;30.82605947;12.44392233
400;1;9550000;40;33;7;9;10;0;0;1;0;1;0;24;20;0;0;1;0;0;;szao;238750;12.38317;3.496508;3.688879;1.94591;2.197225;2.302585;0;12.22557;13.60783;3.786566;4.827796;5.301898;3.178054;2.995732;10.10003;8.974412;0;13.60783163;42.74678091;12.38317226
401;1;8550000;43;35;8;9;10;0;0;1;0;1;0;24;3;0;0;1;0;0;;szao;198837.2;12.20024;3.555348;3.7612;2.079442;2.197225;2.302585;0;12.6405;14.14663;4.324077;4.827796;5.301898;3.178054;1.098612;10.10003;1.206949;0;14.14662631;44.9413766;12.20024168
402;1;10550000;51;40;9;9;10;0;0;1;0;1;0;32;12;0;0;1;0;0;;szao;206862.8;12.23981;3.688879;3.931826;2.197225;2.197225;2.302585;0;13.60783;15.45925;4.827796;4.827796;5.301898;3.465736;2.484907;12.01133;6.174761;2;15.45925281;50.1976505;12.23981105
403;1;10550000;51;41;8;9;10;0;0;1;1;1;0;32;12;0;0;1;0;0;;szao;206862.8;12.23981;3.713572;3.931826;2.079442;2.197225;2.302585;0;13.79062;15.45925;4.324077;4.827796;5.301898;3.465736;2.484907;12.01133;6.174761;2;15.45925281;51.21245191;12.23981105
404;1;14450000;55;45;8;9;10;0;0;1;1;1;0;32;14;0;0;1;0;0;;szao;262727.3;12.47887;3.806663;4.007333;2.079442;2.197225;2.302585;0;14.49068;16.05872;4.324077;4.827796;5.301898;3.465736;2.639057;12.01133;6.964624;2;16.05871926;55.16112538;12.47887189
405;1;10630000;62;26;15;9;4;1;1;1;1;1;0;11;8;0;0;1;0;0;0;szao;171451.6;12.05206;3.258096;4.127134;2.70805;2.197225;1.386294;1.386294;10.61519;17.03324;7.333536;4.827796;1.921812;2.397895;2.079442;5.749902;4.324077;21;17.03323823;34.58532373;12.05205629
406;1;10459000;61;26;15;9;3;1;1;1;1;1;0;11;7;0;0;1;0;0;0;szao;171459;12.0521;3.258096;4.110874;2.70805;2.197225;1.098612;1.098612;10.61519;16.89928;7.333536;4.827796;1.206949;2.397895;1.94591;5.749902;3.786566;20;16.89928393;34.58532373;12.05209945
407;1;10385000;62;26;15;9;4;1;1;1;1;1;0;11;4;0;0;1;0;0;0;szao;167500;12.02874;3.258096;4.127134;2.70805;2.197225;1.386294;1.386294;10.61519;17.03324;7.333536;4.827796;1.921812;2.397895;1.386294;5.749902;1.921812;21;17.03323823;34.58532373;12.02873863
408;1;10465000;62;26;15;9;4;1;1;1;1;1;0;11;6;0;0;1;0;0;0;szao;168790.3;12.03641;3.258096;4.127134;2.70805;2.197225;1.386294;1.386294;10.61519;17.03324;7.333536;4.827796;1.921812;2.397895;1.791759;5.749902;3.210402;21;17.03323823;34.58532373;12.0364124
409;1;10965000;65;26;15;9;4;1;1;1;1;1;0;11;5;0;0;1;0;0;0;szao;168692.3;12.03583;3.258096;4.174387;2.70805;2.197225;1.386294;1.386294;10.61519;17.42551;7.333536;4.827796;1.921812;2.397895;1.609438;5.749902;2.590291;24;17.42550908;34.58532373;12.03583162
410;1;6100000;35;20;12;9;5;0;0;1;0;1;0;12;2;0;0;1;0;0;0;szao;174285.7;12.06845;2.995732;3.555348;2.484907;2.197225;1.609438;0;8.974412;12.6405;6.174761;4.827796;2.590291;2.484907;0.6931472;6.174761;0.480453;3;12.64049984;26.88493523;12.06845119
411;1;8200000;38;15;11;9;5;0;0;1;0;1;0;24;2;0;0;1;0;0;;szao;215789.5;12.28206;2.70805;3.637586;2.397895;2.197225;1.609438;0;7.333536;13.23203;5.749902;4.827796;2.590291;3.178054;0.6931472;10.10003;0.480453;12;13.23203307;19.85958335;12.28205867
412;1;11000000;44;19;11;9;15;1;0;1;1;1;0;22;10;0;0;1;0;0;1;szao;250000;12.42922;2.944439;3.78419;2.397895;2.197225;2.70805;2.70805;8.669721;14.32009;5.749902;4.827796;7.333536;3.091043;2.302585;9.554543;5.301898;14;14.32009119;25.52746416;12.4292162
413;1;7500000;40;30;7;9;15;1;0;1;0;0;0;22;22;0;1;1;0;0;;szao;187500;12.14153;3.401197;3.688879;1.94591;2.197225;2.70805;2.70805;11.56814;13.60783;3.786566;4.827796;7.333536;3.091043;3.091043;9.554543;9.554543;3;13.60783163;39.34553982;12.14153412
414;1;7500000;40;30;7;9;15;1;0;1;0;0;0;22;22;0;1;1;0;0;;szao;187500;12.14153;3.401197;3.688879;1.94591;2.197225;2.70805;2.70805;11.56814;13.60783;3.786566;4.827796;7.333536;3.091043;3.091043;9.554543;9.554543;3;13.60783163;39.34553982;12.14153412
415;1;7000000;30;16;6;9;10;0;0;1;1;1;0;16;8;0;0;1;0;0;0;szao;233333.3;12.36022;2.772589;3.401197;1.791759;2.197225;2.302585;0;7.687248;11.56814;3.210402;4.827796;5.301898;2.772589;2.079442;7.687248;4.324077;8;11.56814363;21.31357773;12.36022318
416;1;5700000;22;16;4;9;10;1;1;1;0;1;0;9;8;0;0;1;0;0;0;szao;259090.9;12.46493;2.772589;3.091043;1.386294;2.197225;2.302585;2.302585;7.687248;9.554543;1.921812;4.827796;5.301898;2.197225;2.079442;4.827796;4.324077;2;9.554543448;21.31357773;12.46493424
417;1;9230000;38;25;9;9;10;0;0;1;0;1;0;27;11;0;0;1;0;0;;szao;242894.7;12.40038;3.218876;3.637586;2.197225;2.197225;2.302585;0;10.36116;13.23203;4.827796;4.827796;5.301898;3.295837;2.397895;10.86254;5.749902;4;13.23203307;33.35129251;12.4003833
418;1;6100000;35;20;9;9;10;0;0;1;0;1;0;12;2;0;0;1;0;0;0;szao;174285.7;12.06845;2.995732;3.555348;2.197225;2.197225;2.302585;0;8.974412;12.6405;4.827796;4.827796;5.301898;2.484907;0.6931472;6.174761;0.480453;6;12.64049984;26.88493523;12.06845119
419;1;8400000;42;27;10;9;7;0;0;1;0;1;0;27;21;0;0;1;0;0;;szao;200000;12.20607;3.295837;3.73767;2.302585;2.197225;1.94591;0;10.86254;13.97017;5.301898;4.827796;3.786566;3.295837;3.044523;10.86254;9.269117;5;13.97017418;35.80116192;12.20607265
420;1;6100000;20;16;3;9;7;0;0;1;0;1;0;12;2;0;0;1;0;0;;szao;305000;12.62807;2.772589;2.995732;1.098612;2.197225;1.94591;0;7.687248;8.974412;1.206949;4.827796;3.786566;2.484907;0.6931472;6.174761;0.480453;1;8.974411855;21.31357773;12.62806706
421;1;8200000;15;11;2;9;7;0;0;1;0;1;0;24;2;0;0;1;0;0;;szao;546666.7;13.21159;2.397895;2.70805;0.6931472;2.197225;1.94591;0;5.749902;7.333536;0.480453;4.827796;3.786566;3.178054;0.6931472;10.10003;0.480453;2;7.333535892;13.7876622;13.21159457
422;1;7000000;16;13;2;9;7;0;0;1;0;1;0;16;8;0;0;1;0;0;;szao;437500;12.98883;2.564949;2.772589;0.6931472;2.197225;1.94591;0;6.578965;7.687248;0.480453;4.827796;3.786566;2.772589;2.079442;7.687248;4.324077;1;7.687248223;16.87471258;12.98883198
423;1;5550000;31;16;6;17;5;1;0;1;1;1;1;12;4;0;0;1;0;0;0;szao;179032.3;12.09532;2.772589;3.433987;1.791759;2.833213;1.609438;1.609438;7.687248;11.79227;3.210402;8.027098;2.590291;2.484907;1.386294;6.174761;1.921812;9;11.79226812;21.31357773;12.09532152
424;1;6300000;36;19;8;17;15;1;0;1;0;1;1;16;8;0;0;1;0;0;;szao;175000;12.07254;2.944439;3.583519;2.079442;2.833213;2.70805;2.70805;8.669721;12.84161;4.324077;8.027098;7.333536;2.772589;2.079442;7.687248;4.324077;9;12.84160798;25.52746416;12.07254125
425;1;6200000;36;20;10;17;10;1;0;1;1;1;1;12;4;0;0;1;0;0;0;szao;172222.2;12.05654;2.995732;3.583519;2.302585;2.833213;2.302585;2.302585;8.974412;12.84161;5.301898;8.027098;5.301898;2.484907;1.386294;6.174761;1.921812;6;12.84160798;26.88493523;12.05654078
426;1;8300000;42;20;10;17;7;0;0;1;0;1;1;24;14;0;0;1;0;0;;szao;197619;12.1941;2.995732;3.73767;2.302585;2.833213;1.94591;0;8.974412;13.97017;5.301898;8.027098;3.786566;3.178054;2.639057;10.10003;6.964624;12;13.97017418;26.88493523;12.19409621
427;1;5500000;21;15;5;17;10;0;0;2;0;1;1;5;4;0;0;1;0;0;;szao;261904.8;12.47574;2.70805;3.044523;1.609438;2.833213;2.302585;0;7.333536;9.269117;2.590291;8.027098;5.301898;1.609438;1.386294;2.590291;1.921812;1;9.269116874;19.85958335;12.47573636
428;1;7700000;40;20;10;17;10;0;0;3;0;1;1;17;11;0;0;1;0;0;;szao;192500;12.16785;2.995732;3.688879;2.302585;2.833213;2.302585;0;8.974412;13.60783;5.301898;8.027098;5.301898;2.833213;2.397895;8.027098;5.749902;10;13.60783163;26.88493523;12.16785143
429;1;8690000;47;20;15;17;10;0;0;1;0;1;1;14;7;0;0;1;0;0;1;szao;184893.6;12.12754;2.995732;3.850147;2.70805;2.833213;2.302585;0;8.974412;14.82364;7.333536;8.027098;5.301898;2.639057;1.94591;6.964624;3.786566;12;14.82363655;26.88493523;12.1275358
431;1;6300000;36;19;8;17;15;1;0;1;0;1;0;16;8;0;0;1;0;0;;szao;175000;12.07254;2.944439;3.583519;2.079442;2.833213;2.70805;2.70805;8.669721;12.84161;4.324077;8.027098;7.333536;2.772589;2.079442;7.687248;4.324077;9;12.84160798;25.52746416;12.07254125
432;1;5550000;31;16;6;17;5;1;0;1;1;1;0;12;4;0;0;1;0;0;0;szao;179032.3;12.09532;2.772589;3.433987;1.791759;2.833213;1.609438;1.609438;7.687248;11.79227;3.210402;8.027098;2.590291;2.484907;1.386294;6.174761;1.921812;9;11.79226812;21.31357773;12.09532152
434;1;8990000;47;20;15;17;10;0;0;1;0;1;0;14;7;0;0;1;0;0;1;szao;191276.6;12.16148;2.995732;3.850147;2.70805;2.833213;2.302585;0;8.974412;14.82364;7.333536;8.027098;5.301898;2.639057;1.94591;6.964624;3.786566;12;14.82363655;26.88493523;12.16147583
435;1;6100000;36;20;10;17;10;1;0;1;1;1;0;12;4;0;0;1;0;0;0;szao;169444.4;12.04028;2.995732;3.583519;2.302585;2.833213;2.302585;2.302585;8.974412;12.84161;5.301898;8.027098;5.301898;2.484907;1.386294;6.174761;1.921812;6;12.84160798;26.88493523;12.04028013
436;1;8300000;42;20;10;17;7;0;0;1;0;1;0;24;14;0;0;1;0;0;;szao;197619;12.1941;2.995732;3.73767;2.302585;2.833213;1.94591;0;8.974412;13.97017;5.301898;8.027098;3.786566;3.178054;2.639057;10.10003;6.964624;12;13.97017418;26.88493523;12.19409621
437;1;6250000;36;20;8;17;18;1;0;1;1;1;0;16;9;0;0;1;0;0;0;szao;173611.1;12.06457;2.995732;3.583519;2.079442;2.833213;2.890372;2.890372;8.974412;12.84161;4.324077;8.027098;8.354249;2.772589;2.197225;7.687248;4.827796;8;12.84160798;26.88493523;12.06457302
438;1;6200000;37;20;8;17;15;1;0;1;1;1;0;16;9;0;0;1;0;0;0;szao;167567.6;12.02914;2.995732;3.610918;2.079442;2.833213;2.70805;2.70805;8.974412;13.03873;4.324077;8.027098;7.333536;2.772589;2.197225;7.687248;4.827796;9;13.03872817;26.88493523;12.02914213
439;1;7800000;47;19;12;17;10;0;0;1;1;1;0;5;4;0;0;1;0;0;;szao;165957.5;12.01949;2.944439;3.850147;2.484907;2.833213;2.302585;0;8.669721;14.82364;6.174761;8.027098;5.301898;1.609438;1.386294;2.590291;1.921812;16;14.82363655;25.52746416;12.01948701
440;1;5350000;31;22;5;17;10;1;0;0;1;1;0;5;4;0;0;1;0;0;0;szao;172580.6;12.05862;3.091043;3.433987;1.609438;2.833213;2.302585;2.302585;9.554543;11.79227;2.590291;8.027098;5.301898;1.609438;1.386294;2.590291;1.921812;4;11.79226812;29.53349942;12.05861965
441;1;5500000;21;16;3;17;7;0;0;1;0;1;0;5;4;0;0;1;0;0;;szao;261904.8;12.47574;2.772589;3.044523;1.098612;2.833213;1.94591;0;7.687248;9.269117;1.206949;8.027098;3.786566;1.609438;1.386294;2.590291;1.921812;2;9.269116874;21.31357773;12.47573636
442;1;5490000;18;13;2;17;10;0;0;1;0;1;0;19;2;0;0;1;0;0;;szao;305000;12.62807;2.564949;2.890372;0.6931472;2.833213;2.302585;0;6.578965;8.354249;0.480453;8.027098;5.301898;2.944439;0.6931472;8.669721;0.480453;3;8.354248899;16.87471258;12.62806706
443;1;7100000;38;19;8;7;10;0;0;1;1;1;1;17;6;0;0;1;0;0;0;szao;186842.1;12.13802;2.944439;3.637586;2.079442;1.94591;2.302585;0;8.669721;13.23203;4.324077;3.786566;5.301898;2.833213;1.791759;8.027098;3.210402;11;13.23203307;25.52746416;12.13801915
444;1;8100000;42;18;8;7;15;1;0;1;1;1;1;27;11;0;0;1;0;0;;szao;192857.1;12.16971;2.890372;3.73767;2.079442;1.94591;2.70805;2.70805;8.354249;13.97017;4.324077;3.786566;7.333536;3.295837;2.397895;10.86254;5.749902;16;13.97017418;24.14688508;12.16970478
445;1;7100000;38;19;8;7;10;0;0;1;1;1;0;17;6;0;0;1;0;0;0;szao;186842.1;12.13802;2.944439;3.637586;2.079442;1.94591;2.302585;0;8.669721;13.23203;4.324077;3.786566;5.301898;2.833213;1.791759;8.027098;3.210402;11;13.23203307;25.52746416;12.13801915
446;1;7100000;39;18;9;7;7;0;0;1;1;1;0;17;6;0;0;1;0;0;0;szao;182051.3;12.11204;2.890372;3.663562;2.197225;1.94591;1.94591;0;8.354249;13.42168;4.827796;3.786566;3.786566;2.833213;1.791759;8.027098;3.210402;12;13.42168393;24.14688508;12.11204379
447;1;6100000;32;21;6;7;7;0;0;1;1;1;0;9;5;0;0;1;0;0;0;szao;190625;12.15806;3.044523;3.465736;1.791759;1.94591;1.94591;0;9.269117;12.01133;3.210402;3.786566;3.786566;2.197225;1.609438;4.827796;2.590291;5;12.01132535;28.2200343;12.15806343
448;1;10390000;50;40;8;7;7;0;0;1;0;1;0;30;8;0;0;1;0;0;;szao;207800;12.24433;3.688879;3.912023;2.079442;1.94591;1.94591;0;13.60783;15.30392;4.324077;3.786566;3.786566;3.401197;2.079442;11.56814;4.324077;2;15.30392399;50.1976505;12.24433136
449;1;14800000;43;28;10;7;7;0;0;1;0;1;0;48;23;0;0;1;0;0;;szao;344186;12.74894;3.332205;3.7612;2.302585;1.94591;1.94591;0;11.10359;14.14663;5.301898;3.786566;3.786566;3.871201;3.135494;14.9862;9.831324;5;14.14662631;36.99942234;12.74893749
450;1;12100000;44;20;12;7;7;0;0;1;0;1;0;20;2;0;0;1;0;0;0;szao;275000;12.52453;2.995732;3.78419;2.484907;1.94591;1.94591;0;8.974412;14.32009;6.174761;3.786566;3.786566;2.995732;0.6931472;8.974412;0.480453;12;14.32009119;26.88493523;12.52452638
451;1;11200000;50;22;15;7;10;0;0;0;1;1;0;32;24;0;0;1;0;0;1;szao;224000;12.3194;3.091043;3.912023;2.70805;1.94591;2.302585;0;9.554543;15.30392;7.333536;3.786566;5.301898;3.465736;3.178054;12.01133;10.10003;13;15.30392399;29.53349942;12.31940133
452;1;13000000;40;18;12;7;7;0;0;1;1;1;0;6;3;0;0;1;0;0;0;szao;325000;12.69158;2.890372;3.688879;2.484907;1.94591;1.94591;0;8.354249;13.60783;6.174761;3.786566;3.786566;1.791759;1.098612;3.210402;1.206949;10;13.60783163;24.14688508;12.69158046
453;1;12400000;50;22;12;7;10;1;0;1;1;1;0;17;8;0;0;1;0;0;0;szao;248000;12.42118;3.091043;3.912023;2.484907;1.94591;2.302585;2.302585;9.554543;15.30392;6.174761;3.786566;5.301898;2.833213;2.079442;8.027098;4.324077;16;15.30392399;29.53349942;12.42118403
454;1;5950000;31;18;7;7;15;1;1;0;0;1;0;9;2;0;0;1;0;0;0;szao;191935.5;12.16491;2.890372;3.433987;1.94591;1.94591;2.70805;2.70805;8.354249;11.79227;3.786566;3.786566;7.333536;2.197225;0.6931472;4.827796;0.480453;6;11.79226812;24.14688508;12.16491466
455;1;6300000;32;18;6;7;18;1;1;1;1;1;0;9;8;0;0;1;0;0;0;szao;196875;12.19032;2.890372;3.465736;1.791759;1.94591;2.890372;2.890372;8.354249;12.01133;3.210402;3.786566;8.354249;2.197225;2.079442;4.827796;4.324077;8;12.01132535;24.14688508;12.19032429
456;1;7999000;32;18;6;7;5;1;1;1;1;1;0;9;5;0;0;1;0;0;1;szao;249968.8;12.42909;2.890372;3.465736;1.791759;1.94591;1.609438;1.609438;8.354249;12.01133;3.210402;3.786566;2.590291;2.197225;1.609438;4.827796;2.590291;8;12.01132535;24.14688508;12.42909139
457;1;7240000;28;17;11;7;5;0;0;1;0;1;0;26;9;0;0;1;0;0;;szao;258571.4;12.46293;2.833213;3.332205;2.397895;1.94591;1.609438;0;8.027098;11.10359;5.749902;3.786566;2.590291;3.258096;2.197225;10.61519;4.827796;0;11.1035869;22.74248075;12.46292714
458;1;8550000;43;28;15;7;5;0;0;1;0;1;0;26;3;0;0;1;0;0;;szao;198837.2;12.20024;3.332205;3.7612;2.70805;1.94591;1.609438;0;11.10359;14.14663;7.333536;3.786566;2.590291;3.258096;1.098612;10.61519;1.206949;0;14.14662631;36.99942234;12.20024168
459;1;10550000;51;39;12;7;5;0;0;1;0;1;0;32;12;0;0;1;0;0;;szao;206862.8;12.23981;3.663562;3.931826;2.484907;1.94591;1.609438;0;13.42168;15.45925;6.174761;3.786566;2.590291;3.465736;2.484907;12.01133;6.174761;0;15.45925281;49.17116649;12.23981105
460;1;11250000;60;48;12;7;5;0;0;1;0;1;0;32;6;0;0;1;0;0;;szao;187500;12.14153;3.871201;4.094345;2.484907;1.94591;1.609438;0;14.9862;16.76366;6.174761;3.786566;2.590291;3.465736;1.791759;12.01133;3.210402;0;16.76365739;58.01458201;12.14153412
461;1;6450000;37;21;10;7;17;1;0;1;1;1;0;12;8;0;0;1;0;0;0;szao;174324.3;12.06867;3.044523;3.610918;2.302585;1.94591;2.833213;2.833213;9.269117;13.03873;5.301898;3.786566;8.027098;2.484907;2.079442;6.174761;4.324077;6;13.03872817;28.2200343;12.06867264
462;1;6700000;34;18;9;7;15;1;0;0;1;1;0;12;10;0;0;1;0;0;0;szao;197058.8;12.19126;2.890372;3.526361;2.197225;1.94591;2.70805;2.70805;8.354249;12.43522;4.827796;3.786566;7.333536;2.484907;2.302585;6.174761;5.301898;7;12.43521855;24.14688508;12.19125744
463;1;4900000;26;15;6;15.5;10;1;0;1;0;1;1;9;4;0;0;0;0;1;0;uzao;188461.5;12.14665;2.70805;3.258096;1.791759;2.74084;2.302585;2.302585;7.333536;10.61519;3.210402;7.512204;5.301898;2.197225;1.386294;4.827796;1.921812;5;10.61519305;19.85958335;12.14664902
464;1;6000000;32;18;7;15.5;10;0;0;1;0;1;1;12;11;0;0;0;0;1;;uzao;187500;12.14153;2.890372;3.465736;1.94591;2.74084;2.302585;0;8.354249;12.01133;3.786566;7.512204;5.301898;2.484907;2.397895;6.174761;5.749902;7;12.01132535;24.14688508;12.14153412
465;1;5600000;32;18;7;15.5;10;1;0;1;0;1;1;9;3;0;0;0;0;1;;uzao;175000;12.07254;2.890372;3.465736;1.94591;2.74084;2.302585;2.302585;8.354249;12.01133;3.786566;7.512204;5.301898;2.197225;1.098612;4.827796;1.206949;7;12.01132535;24.14688508;12.07254125
466;1;6200000;39;18;7;15.5;10;1;0;1;1;1;1;12;7;0;0;0;0;1;1;uzao;158974.4;11.9765;2.890372;3.663562;1.94591;2.74084;2.302585;2.302585;8.354249;13.42168;3.786566;7.512204;5.301898;2.484907;1.94591;6.174761;3.786566;14;13.42168393;24.14688508;11.97649846
467;1;6100000;39;18;7;15.5;10;1;0;1;1;1;0;12;7;0;0;0;0;1;1;uzao;156410.3;11.96024;2.890372;3.663562;1.94591;2.74084;2.302585;2.302585;8.354249;13.42168;3.786566;7.512204;5.301898;2.484907;1.94591;6.174761;3.786566;14;13.42168393;24.14688508;11.96023796
468;1;5600000;32;18;7;15.5;10;0;0;1;0;1;0;12;11;0;0;0;0;1;;uzao;175000;12.07254;2.890372;3.465736;1.94591;2.74084;2.302585;0;8.354249;12.01133;3.786566;7.512204;5.301898;2.484907;2.397895;6.174761;5.749902;7;12.01132535;24.14688508;12.07254125
469;1;4900000;26;15;6;15.5;10;1;0;1;0;1;0;9;4;0;0;0;0;1;0;uzao;188461.5;12.14665;2.70805;3.258096;1.791759;2.74084;2.302585;2.302585;7.333536;10.61519;3.210402;7.512204;5.301898;2.197225;1.386294;4.827796;1.921812;5;10.61519305;19.85958335;12.14664902
470;1;5800000;39;19;10;15.5;15;1;0;0;1;0;0;14;14;0;1;0;0;1;0;uzao;148718;11.90981;2.944439;3.663562;2.302585;2.74084;2.70805;2.70805;8.669721;13.42168;5.301898;7.512204;7.333536;2.639057;2.639057;6.964624;6.964624;10;13.42168393;25.52746416;11.90980717
471;1;6500000;35;19;10;15.5;10;1;0;1;1;1;0;16;14;0;0;0;0;1;0;uzao;185714.3;12.13196;2.944439;3.555348;2.302585;2.74084;2.302585;2.302585;8.669721;12.6405;5.301898;7.512204;5.301898;2.772589;2.639057;7.687248;6.964624;6;12.64049984;25.52746416;12.13196475
472;1;5600000;32;18;7;15.5;10;1;0;1;0;1;0;9;3;0;0;0;0;1;;uzao;175000;12.07254;2.890372;3.465736;1.94591;2.74084;2.302585;2.302585;8.354249;12.01133;3.786566;7.512204;5.301898;2.197225;1.098612;4.827796;1.206949;7;12.01132535;24.14688508;12.07254125
473;1;5400000;35;18;7;15.5;15;1;0;1;0;1;0;12;7;0;0;0;0;1;0;uzao;154285.7;11.94656;2.890372;3.555348;1.94591;2.74084;2.70805;2.70805;8.354249;12.6405;3.786566;7.512204;7.333536;2.484907;1.94591;6.174761;3.786566;10;12.64049984;24.14688508;11.94656136
474;1;6300000;21;16;3;15.5;10;0;0;1;0;1;0;12;6;0;0;0;0;1;;uzao;300000;12.61154;2.772589;3.044523;1.098612;2.74084;2.302585;0;7.687248;9.269117;1.206949;7.512204;5.301898;2.484907;1.791759;6.174761;3.210402;2;9.269116874;21.31357773;12.61153775
475;1;5800000;20;16;3;15.5;10;0;0;1;0;0;0;16;16;0;1;0;0;1;;uzao;290000;12.57764;2.772589;2.995732;1.098612;2.74084;2.302585;0;7.687248;8.974412;1.206949;7.512204;5.301898;2.772589;2.772589;7.687248;7.687248;1;8.974411855;21.31357773;12.5776362
476;1;6850000;31;21;6;11;10;1;0;1;1;1;1;9;7;0;0;0;0;1;;uzao;220967.7;12.30577;3.044523;3.433987;1.791759;2.397895;2.302585;2.302585;9.269117;11.79227;3.210402;5.749902;5.301898;2.197225;1.94591;4.827796;3.786566;4;11.79226812;28.2200343;12.30577182
477;1;7300000;32;17;8;11;10;0;0;1;1;1;1;12;5;0;0;0;0;1;0;uzao;228125;12.33765;2.833213;3.465736;2.079442;2.397895;2.302585;0;8.027098;12.01133;4.324077;5.749902;5.301898;2.484907;1.609438;6.174761;2.590291;7;12.01132535;22.74248075;12.337649
478;1;6800000;33;19;6;11;7;1;0;1;1;1;1;5;4;0;0;0;0;1;0;uzao;206060.6;12.23593;2.944439;3.496508;1.791759;2.397895;1.94591;1.94591;8.669721;12.22557;3.210402;5.749902;3.786566;1.609438;1.386294;2.590291;1.921812;8;12.22556513;25.52746416;12.23592558
479;1;7500000;37;19;8;11;5;0;0;1;0;0;1;12;1;1;0;0;0;1;0;uzao;202702.7;12.2195;2.944439;3.610918;2.079442;2.397895;1.609438;0;8.669721;13.03873;4.324077;5.749902;2.590291;2.484907;0;6.174761;0;10;13.03872817;25.52746416;12.21949565
480;1;5700000;40;20;10;11;15;0;0;1;1;1;1;14;6;0;0;0;0;1;1;uzao;142500;11.8671;2.995732;3.688879;2.302585;2.397895;2.70805;0;8.974412;13.60783;5.301898;5.749902;7.333536;2.639057;1.791759;6.964624;3.210402;10;13.60783163;26.88493523;11.86709728
481;1;5700000;40;20;10;11;15;0;0;1;1;1;1;14;6;0;0;0;0;1;1;uzao;142500;11.8671;2.995732;3.688879;2.302585;2.397895;2.70805;0;8.974412;13.60783;5.301898;5.749902;7.333536;2.639057;1.791759;6.964624;3.210402;10;13.60783163;26.88493523;11.86709728
