ID фианита,Вес (карат),Качество огранки,Цвет,Оценка чистоты,Высота на средний диаметр (%),Ширина площадки на средний диаметр (%),Длина (мм),Ширина (мм),Высота (мм),Стоимость
453,12196,0.7,Идеальное,Голубой,"Мелкие включения, видимые без увеличения",61.8,53.0,5.71,5.74,3.54,2499
454,5866,0.31,Почти идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",62.7,59.0,4.34,4.3,2.71,802
455,22287,0.3,Идеальное,Розовый,"Очень мелкие включения, не видимые без увеличения",62.4,57.0,4.25,4.28,2.66,790
456,10876,0.53,Почти идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",61.4,60.0,5.18,5.21,3.19,1631
457,16749,0.75,Отличное,Шампань,"Мелкие включения, видимые без увеличения",61.5,58.0,5.82,5.86,3.59,2923
458,17844,0.34,Отличное,Аква,"Мелкие включения, видимые без увеличения",59.6,59.0,4.55,4.57,2.72,626
459,9447,0.9,Почти идеальное,Шампань,"Мелкие включения, видимые без увеличения",61.7,58.0,6.18,6.11,3.79,3830
460,6183,0.53,Идеальное,Аква,"Очень мелкие включения, видимые без увеличения",61.6,56.0,5.23,5.19,3.21,2340
461,25094,0.32,Идеальное,Аква,"Очень мелкие включения, видимые без увеличения",61.8,56.0,4.39,4.41,2.72,736
462,8880,0.71,Идеальное,Голубой,"Очень мелкие включения, не видимые без увеличения",60.4,57.0,5.78,5.81,3.5,2867
463,12495,0.77,Идеальное,,"Мелкие включения, видимые без увеличения",61.3,56.0,5.87,5.91,3.61,3089
464,13821,0.56,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",60.9,56.0,5.34,5.36,3.26,1662
465,16499,0.31,Отличное,Голубой,Чистый,61.3,55.0,4.37,4.4,2.69,778
466,11520,0.52,Отличное,Шампань,"Очень мелкие включения, видимые без увеличения",59.2,59.0,5.23,5.27,3.11,1601
467,9889,0.33,Идеальное,,"Очень мелкие включения, видимые без увеличения",61.4,56.1,4.42,4.45,2.73,604
468,20626,0.59,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",62.8,57.0,5.38,5.32,3.36,1835
469,25969,0.32,Почти идеальное,Белый,Чистый,62.0,60.0,4.37,4.41,2.72,954
470,23090,0.31,Отличное,Шампань,"Очень мелкие включения, видимые без увеличения",62.8,57.0,4.33,4.37,2.73,680
471,321,0.3,Очень хорошее,Голубой,"Мелкие включения, видимые без увеличения",63.4,60.0,4.23,4.25,2.69,432
472,25800,0.5,Очень хорошее,Аква,"Мелкие включения, видимые без увеличения",64.1,56.0,5.03,4.98,3.21,1235
473,6520,0.31,Почти идеальное,,"Мелкие включения, видимые без увеличения",59.4,62.0,4.43,4.39,2.62,453
474,22790,0.5,Почти идеальное,Белый,"Мелкие включения, видимые без увеличения",60.7,57.0,5.15,5.07,3.1,978
475,20473,0.51,Отличное,Аква,"Мелкие включения, видимые без увеличения",60.0,58.0,5.19,5.24,3.13,1380
476,1175,0.36,Идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",62.3,56.0,4.56,4.53,2.83,1053
477,18465,0.56,Идеальное,Голубой,"Очень мелкие включения, видимые без увеличения",61.2,57.0,5.29,5.33,3.25,1388
478,20866,,Почти идеальное,Голубой,"Мелкие включения, видимые без увеличения",61.5,59.0,6.54,6.51,4.01,4368
479,11548,0.5,Отличное,Розовый,"Мелкие включения, видимые без увеличения",61.2,61.0,5.06,5.1,3.11,1250
480,3061,1.06,Отличное,Зеленый,"Мелкие включения, видимые без увеличения",62.8,56.0,6.47,6.55,4.09,4132
481,18373,0.56,Идеальное,,Чистый,62.0,54.0,5.3,5.32,3.29,2321
482,22296,0.26,Очень хорошее,Розовый,"Очень мелкие включения, не видимые без увеличения",64.0,57.0,4.06,4.03,2.59,679
483,18696,0.73,Почти идеальное,Белый,"Очень мелкие включения, видимые без увеличения",59.2,59.0,5.92,5.87,3.49,2770
484,3835,0.73,Идеальное,Аква,"Мелкие включения, видимые без увеличения",61.8,57.0,5.75,5.78,3.56,2671
485,12946,,Почти идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",61.5,58.0,5.93,5.98,3.66,3446
486,972,0.3,Идеальное,Белый,"Мелкие включения, видимые без увеличения",61.9,57.0,4.28,4.31,2.66,422
487,16178,0.57,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",61.6,55.0,5.32,5.36,3.29,1884
488,5047,0.71,Очень хорошее,Белый,"Мелкие включения, видимые без увеличения",63.8,56.0,5.65,5.6,3.59,1960
489,15284,0.56,Идеальное,Зеленый,"Очень мелкие включения, видимые без увеличения",62.2,57.0,5.27,5.28,3.28,1417
490,16131,0.77,Почти идеальное,Зеленый,"Мелкие включения, видимые без увеличения",60.4,58.0,5.96,5.99,3.61,2089
491,25852,0.41,Отличное,Розовый,"Очень мелкие включения, видимые без увеличения",63.0,57.0,4.66,4.7,2.95,931
492,16527,0.24,Идеальное,Белый,Чистый,61.6,57.0,3.99,4.02,2.46,559
493,2687,0.73,Идеальное,Шампань,"Мелкие включения, видимые без увеличения",61.8,56.0,5.77,5.81,3.58,2728
494,5500,0.95,Хорошее,Желтый,"Крупные включения, видимые без увеличения",64.9,56.0,6.17,6.12,3.99,2322
495,12427,0.42,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",61.2,56.0,4.84,4.8,2.95,1087
496,11726,0.7,Почти идеальное,Аква,"Очень мелкие включения, видимые без увеличения",62.5,59.0,5.69,5.64,3.54,3365
497,26898,0.3,Почти идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",60.4,58.0,4.3,4.34,2.61,658
498,16716,0.68,Очень хорошее,Розовый,"Очень мелкие включения, видимые без увеличения",60.0,60.8,5.67,5.71,3.41,2516
499,18261,0.3,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",62.1,56.0,4.29,4.32,2.67,673
500,11591,0.5,Почти идеальное,Шампань,"Мелкие включения, видимые без увеличения",59.3,59.0,5.19,5.24,3.09,1410
501,14312,0.54,Почти идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",60.7,56.0,5.3,5.25,3.2,2236
502,22819,0.42,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",62.2,54.1,4.8,4.83,3.0,907
503,6953,0.35,Почти идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",59.2,58.0,4.59,4.63,2.73,767
504,6634,0.51,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",62.0,56.0,5.16,5.06,3.17,1781
505,22007,0.61,Отличное,Аква,"Мелкие включения, видимые без увеличения",58.5,58.0,5.54,5.64,3.27,1828
506,2786,0.57,Почти идеальное,Шампань,"Мелкие включения, видимые без увеличения",62.2,55.0,5.36,5.31,3.32,1590
507,14453,0.5,Идеальное,Розовый,"Мелкие включения, видимые без увеличения",60.5,56.0,5.17,5.19,3.14,1118
508,23558,0.36,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",61.5,59.0,4.55,4.52,2.79,851
509,2020,1.05,Почти идеальное,Розовый,"Мелкие включения, видимые без увеличения",62.3,56.0,6.55,6.51,4.07,4363
510,13104,0.71,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",60.3,56.0,5.8,5.84,3.51,3217
511,26018,0.31,Почти идеальное,Зеленый,"Очень мелкие включения, видимые без увеличения",59.9,60.0,4.41,4.44,2.65,435
512,20868,0.91,Отличное,Аква,"Мелкие включения, видимые без увеличения",62.1,59.0,6.1,6.18,3.81,4466
513,3358,0.54,Идеальное,Аква,"Мелкие включения, видимые без увеличения",60.7,56.0,5.27,5.3,3.21,1662
514,402,0.26,Отличное,Шампань,"Очень мелкие включения, не видимые без увеличения",61.4,57.0,4.1,4.13,2.52,506
515,456,0.61,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",61.3,55.0,5.48,5.45,3.35,2373
516,11733,0.32,Почти идеальное,Розовый,"Очень мелкие включения, не видимые без увеличения",61.3,58.0,4.37,4.4,2.69,926
517,20023,0.36,Идеальное,Аква,"Мелкие включения, видимые без увеличения",62.0,56.0,4.56,4.6,2.84,537
518,19173,0.9,Отличное,Шампань,"Мелкие включения, видимые без увеличения",61.8,59.0,6.11,6.16,3.79,4165
519,23446,0.4,Отличное,Аква,"Мелкие включения, видимые без увеличения",61.6,59.0,4.68,4.74,2.9,666
520,21419,0.7,Отличное,Шампань,"Мелкие включения, видимые без увеличения",61.3,61.0,5.66,5.7,3.48,2275
521,25152,0.9,Очень хорошее,Шампань,"Мелкие включения, видимые без увеличения",61.9,62.0,6.14,6.18,3.81,3422
522,20668,0.63,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",62.1,56.0,5.49,5.52,3.42,2205
523,15772,1.24,Почти идеальное,Зеленый,"Мелкие включения, видимые без увеличения",62.8,58.0,6.88,6.79,4.28,4375
524,398,0.33,Почти идеальное,Розовый,"Мелкие включения, видимые без увеличения",62.3,58.0,4.43,4.4,2.75,557
525,21449,0.54,Идеальное,Зеленый,"Мелкие включения, видимые без увеличения",61.4,56.0,5.25,5.27,3.23,1114
526,19102,0.41,Идеальное,Аква,"Мелкие включения, видимые без увеличения",60.7,55.0,4.83,4.86,2.94,771
527,16164,0.32,Отличное,Розовый,"Очень мелкие включения, не видимые без увеличения",61.8,60.0,4.36,4.41,2.71,786
528,7398,0.34,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",62.4,55.0,4.53,4.48,2.81,956
529,14469,0.34,Очень хорошее,Розовый,"Мелкие включения, видимые без увеличения",61.9,56.0,4.5,4.52,2.79,581
530,12647,0.3,Отличное,Шампань,"Очень мелкие включения, не видимые без увеличения",61.9,59.0,4.27,4.32,2.66,789
531,5485,0.4,Почти идеальное,Шампань,"Мелкие включения, видимые без увеличения",61.4,58.0,4.81,4.77,2.94,882
532,16277,0.9,Отличное,Желтый,"Мелкие включения, видимые без увеличения",63.6,58.0,6.07,6.1,3.87,2860
533,8483,0.3,Очень хорошее,Желтый,"Очень мелкие включения, видимые без увеличения",63.4,57.0,4.23,4.26,2.69,394
534,7180,0.35,Идеальное,Зеленый,"Очень мелкие включения, не видимые без увеличения",62.3,57.0,4.49,4.53,2.81,614
535,785,0.38,Идеальное,Шампань,"Очень мелкие включения, не видимые без увеличения",61.9,57.0,4.65,4.63,2.87,1176
536,14837,1.01,Очень хорошее,Шампань,"Крупные включения, видимые без увеличения",61.5,65.0,6.28,6.21,3.84,3484
537,18929,0.54,Идеальное,Аква,"Мелкие включения, видимые без увеличения",61.7,55.0,5.23,5.27,3.24,1650
538,426,1.0,Почти идеальное,Зеленый,"Мелкие включения, видимые без увеличения",62.2,62.0,6.39,6.33,3.96,3360
539,11504,0.35,Идеальное,Белый,Чистый,62.3,55.0,4.5,4.52,2.81,1044
540,10440,0.31,Отличное,Зеленый,"Очень мелкие включения, не видимые без увеличения",62.2,60.0,4.3,4.32,2.68,571
541,5462,0.55,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",59.3,57.0,5.39,5.43,3.21,1643
542,1398,0.54,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",62.8,57.0,5.25,5.2,3.28,1621
543,9733,0.3,Идеальное,Белый,"Мелкие включения, видимые без увеличения",62.2,54.0,4.32,4.36,2.7,477
544,2424,0.34,Идеальное,Розовый,"Мелкие включения, видимые без увеличения",63.0,54.0,4.5,4.48,2.83,727
545,12384,0.35,Почти идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",60.5,58.0,4.59,4.57,2.77,984
546,7153,0.7,Идеальное,Шампань,"Мелкие включения, видимые без увеличения",62.7,55.0,5.68,5.74,3.58,2774
547,17113,0.71,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",61.6,56.0,5.71,5.75,3.53,3381
548,11958,0.3,Почти идеальное,Шампань,Чистый,61.0,59.0,4.33,4.29,2.63,1097
549,20662,0.52,Очень хорошее,Белый,Чистый,59.8,57.0,5.24,5.27,3.14,2093
550,15751,0.31,Идеальное,Белый,"Мелкие включения, видимые без увеличения",62.0,55.0,4.34,4.37,2.7,391
551,15120,0.83,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",61.3,58.0,6.03,6.0,3.69,2990
552,22430,0.6,Идеальное,Белый,Чистый,62.0,55.0,5.39,5.44,3.36,2570
553,11931,0.32,Почти идеальное,Голубой,"Мелкие включения, видимые без увеличения",60.9,60.0,4.4,4.43,2.69,461
554,8533,0.4,Идеальное,Зеленый,"Мелкие включения, видимые без увеличения",61.2,55.0,4.77,4.8,2.93,692
555,2836,0.7,Хорошее,Розовый,"Мелкие включения, видимые без увеличения",64.8,60.0,5.57,5.54,3.6,2167
556,18031,0.32,Почти идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",59.4,58.0,4.44,4.48,2.65,645
557,12637,0.51,Очень хорошее,Белый,"Очень мелкие включения, видимые без увеличения",63.9,56.0,5.07,5.1,3.25,1343
558,18697,0.54,Отличное,Аква,"Очень мелкие включения, видимые без увеличения",61.1,59.0,5.25,5.29,3.22,1583
559,25134,0.39,Очень хорошее,Белый,"Очень мелкие включения, не видимые без увеличения",63.4,57.0,4.62,4.65,2.94,894
560,14817,0.52,Почти идеальное,Розовый,"Мелкие включения, видимые без увеличения",61.5,60.0,5.16,5.15,3.17,1280
561,4078,0.39,Идеальное,Розовый,"Очень мелкие включения, не видимые без увеличения",62.2,54.0,4.71,4.74,2.94,1124
562,7127,0.28,Отличное,Розовый,"Очень мелкие включения, не видимые без увеличения",60.1,59.0,4.24,4.25,2.55,642
563,7441,0.52,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",62.7,58.0,5.2,5.16,3.25,1605
564,10675,0.41,Почти идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",60.8,58.0,4.82,4.76,2.91,1076
565,958,0.7,Очень хорошее,Зеленый,"Мелкие включения, видимые без увеличения",63.5,56.0,5.59,5.63,3.56,1675
566,15100,0.37,Идеальное,Аква,"Мелкие включения, видимые без увеличения",61.5,57.0,4.6,4.63,2.84,681
567,26315,0.25,Идеальное,Розовый,"Очень мелкие включения, не видимые без увеличения",62.3,56.0,4.01,4.03,2.5,705
568,18239,0.52,Отличное,Шампань,"Очень мелкие включения, видимые без увеличения",59.6,58.0,5.21,5.26,3.12,1767
569,26770,1.17,Идеальное,Зеленый,"Мелкие включения, видимые без увеличения",62.2,56.0,6.72,6.79,4.2,4488
570,12353,0.33,Идеальное,Голубой,"Очень мелкие включения, не видимые без увеличения",62.2,56.0,4.46,4.44,2.77,854
571,5354,0.9,Отличное,Белый,"Мелкие включения, видимые без увеличения",60.9,56.0,6.18,6.24,3.78,3581
572,11389,0.75,Отличное,Шампань,"Очень мелкие включения, не видимые без увеличения",62.8,57.0,5.74,5.78,3.62,4005
573,15301,0.42,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",61.9,56.0,4.77,4.82,2.97,921
574,24983,0.72,Идеальное,Голубой,"Мелкие включения, видимые без увеличения",61.8,55.0,5.79,5.76,3.57,1814
575,19791,0.35,Идеальное,,"Мелкие включения, видимые без увеличения",61.5,54.0,4.57,4.6,2.82,607
576,2955,0.29,Идеальное,Голубой,"Очень мелкие включения, видимые без увеличения",61.8,57.0,4.27,4.31,2.64,498
577,1544,0.55,Идеальное,Желтый,"Мелкие включения, видимые без увеличения",60.9,57.0,5.24,5.3,3.21,1100
578,6655,0.7,Очень хорошее,Розовый,"Очень мелкие включения, не видимые без увеличения",59.9,62.0,5.69,5.74,3.42,3206
579,7230,0.55,Идеальное,Розовый,"Мелкие включения, видимые без увеличения",61.8,55.0,5.27,5.22,3.24,1415
580,21521,0.3,Идеальное,,"Очень мелкие включения, видимые без увеличения",62.6,57.0,4.29,4.34,2.7,570
581,10804,0.96,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",61.7,56.0,6.4,6.34,3.93,4333
582,20000,0.7,Очень хорошее,Аква,"Мелкие включения, видимые без увеличения",59.3,64.0,5.8,5.76,3.43,2312
583,19914,0.77,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",62.4,54.0,5.93,5.89,3.69,3121
584,13133,0.53,Отличное,Аква,"Очень мелкие включения, видимые без увеличения",62.6,58.0,5.14,5.18,3.23,1682
585,20197,0.35,Идеальное,Белый,Чистый,60.2,55.0,4.63,4.64,2.79,979
586,16013,0.39,Отличное,Белый,"Очень мелкие включения, видимые без увеличения",63.3,57.0,4.65,4.61,2.93,1009
587,17455,0.4,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",62.0,57.0,4.7,4.66,2.9,975
588,25646,0.32,Идеальное,Голубой,"Очень мелкие включения, видимые без увеличения",62.1,55.0,4.39,4.4,2.73,524
589,13946,0.34,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",62.0,58.0,4.47,4.43,2.76,750
590,23876,0.3,Почти идеальное,Аква,"Очень мелкие включения, видимые без увеличения",61.1,59.0,4.26,4.31,2.62,710
591,19672,0.91,Очень хорошее,Розовый,"Мелкие включения, видимые без увеличения",56.9,62.0,6.51,6.45,3.69,2461
592,5763,0.36,Идеальное,Аква,"Мелкие включения, видимые без увеличения",60.3,56.0,4.61,4.65,2.79,663
593,26302,0.52,Очень хорошее,Розовый,"Очень мелкие включения, видимые без увеличения",63.6,56.0,5.12,5.07,3.24,1605
594,8050,0.34,Идеальное,Аква,"Очень мелкие включения, видимые без увеличения",61.0,56.0,4.51,4.54,2.76,967
595,5798,0.32,Отличное,Белый,"Очень мелкие включения, видимые без увеличения",62.3,55.0,4.38,4.41,2.73,544
596,9456,0.33,Идеальное,,"Очень мелкие включения, видимые без увеличения",62.6,57.0,4.42,4.37,2.75,928
597,21378,0.53,Почти идеальное,Белый,"Очень мелкие включения, видимые без увеличения",62.4,59.0,5.16,5.13,3.21,1607
598,19425,0.7,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",61.8,54.0,5.68,5.71,3.52,2671
599,14158,0.66,Отличное,Аква,"Очень мелкие включения, не видимые без увеличения",60.7,59.0,5.6,5.67,3.42,4311
600,8806,0.4,Идеальное,Желтый,"Очень мелкие включения, не видимые без увеличения",62.5,53.0,4.74,4.79,2.98,662
601,12675,0.78,Отличное,,"Мелкие включения, видимые без увеличения",61.8,59.0,5.85,5.9,3.63,2252
602,25401,0.33,Почти идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",60.9,60.0,4.46,4.5,2.73,868
603,22784,0.36,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",60.0,58.0,4.62,4.58,2.76,689
604,16404,0.97,Идеальное,Голубой,"Мелкие включения, видимые без увеличения",61.6,56.0,6.39,6.36,3.93,3802
605,11226,0.31,Очень хорошее,,"Очень мелкие включения, видимые без увеличения",63.6,55.0,4.32,4.29,2.74,698
606,9459,0.57,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",61.3,59.0,5.32,5.28,3.25,1012
607,24298,0.4,Отличное,Голубой,"Очень мелкие включения, видимые без увеличения",63.4,58.0,4.74,4.66,2.98,1007
608,693,0.71,Очень хорошее,Аква,"Мелкие включения, видимые без увеличения",63.1,56.0,5.68,5.73,3.6,2719
609,21736,0.3,Идеальное,Белый,Чистый,61.0,57.0,4.31,4.34,2.64,863
610,8163,0.5,Почти идеальное,Белый,"Мелкие включения, видимые без увеличения",62.2,60.0,5.07,5.03,3.14,1286
611,16865,0.52,Отличное,Белый,"Мелкие включения, видимые без увеличения",63.0,55.0,5.12,5.14,3.23,1049
612,15864,0.76,Отличное,Голубой,"Мелкие включения, видимые без увеличения",59.8,58.0,5.94,5.96,3.56,2418
613,3756,0.57,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",61.9,56.0,5.3,5.39,3.31,1949
614,14375,1.02,Отличное,Голубой,"Мелкие включения, видимые без увеличения",63.4,54.0,6.37,6.43,4.06,4252
615,3981,0.36,Почти идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",59.3,59.0,4.6,4.68,2.75,789
616,157,0.91,Отличное,Белый,"Мелкие включения, видимые без увеличения",60.0,57.0,6.27,6.32,3.78,3531
617,8389,0.41,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",62.1,59.0,4.76,4.74,2.95,1015
618,21103,0.82,Хорошее,Голубой,"Мелкие включения, видимые без увеличения",64.9,58.0,5.82,5.77,3.76,3057
619,4782,0.7,Очень хорошее,,"Очень мелкие включения, не видимые без увеличения",63.1,58.0,5.6,5.66,3.55,2721
620,21698,0.51,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",62.0,56.0,5.06,5.16,3.17,1656
621,24310,0.53,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",61.2,56.0,5.22,5.25,3.2,1655
622,17489,0.4,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",62.4,58.0,4.73,4.69,2.94,855
623,14237,0.33,Идеальное,Голубой,"Очень мелкие включения, видимые без увеличения",61.9,56.0,4.48,4.44,2.76,743
624,19289,0.5,Почти идеальное,Аква,"Очень мелкие включения, видимые без увеличения",61.3,61.0,5.1,5.04,3.11,1980
625,19294,0.53,Отличное,Розовый,"Очень мелкие включения, видимые без увеличения",63.4,56.0,5.16,5.13,3.26,1636
626,26700,,Отличное,Аква,"Очень мелкие включения, не видимые без увеличения",61.9,54.0,4.42,4.46,2.75,983
627,2813,0.38,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",62.2,56.0,4.64,4.62,2.88,983
628,20676,0.4,Идеальное,Розовый,"Очень мелкие включения, не видимые без увеличения",62.2,55.0,4.75,4.77,2.96,1012
629,2851,0.96,Отличное,Белый,"Мелкие включения, видимые без увеличения",63.1,56.0,6.29,6.22,3.95,3951
630,4080,0.31,Почти идеальное,Белый,"Мелкие включения, видимые без увеличения",61.8,59.0,4.34,4.3,2.67,523
631,13088,1.01,Отличное,Зеленый,"Мелкие включения, видимые без увеличения",63.1,58.0,6.38,6.33,4.01,3563
632,17362,0.32,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",60.8,57.0,4.42,4.39,2.68,828
633,10763,0.3,Идеальное,Белый,Чистый,62.2,55.0,4.3,4.32,2.68,844
634,21776,0.56,Отличное,Белый,"Мелкие включения, видимые без увеличения",61.1,56.0,5.32,5.34,3.26,1408
635,23728,0.7,Очень хорошее,Розовый,"Очень мелкие включения, видимые без увеличения",62.9,58.0,5.61,5.65,3.54,2362
636,25259,1.23,Очень хорошее,Аква,"Крупные включения, видимые без увеличения",63.7,58.0,6.72,6.79,4.3,3977
637,17063,0.59,Идеальное,Белый,"Мелкие включения, видимые без увеличения",63.4,56.0,5.36,5.29,3.38,1376
638,5269,0.79,Отличное,Белый,"Мелкие включения, видимые без увеличения",60.6,57.0,5.98,6.06,3.65,2793
639,5318,0.31,Идеальное,Аква,"Очень мелкие включения, видимые без увеличения",62.1,57.0,4.32,4.35,2.69,683
640,19707,0.31,Очень хорошее,Белый,"Очень мелкие включения, видимые без увеличения",63.2,57.0,4.28,4.33,2.72,625
641,5712,0.54,Идеальное,Аква,"Очень мелкие включения, видимые без увеличения",61.8,56.0,5.21,5.24,3.23,1892
642,12306,0.72,Отличное,,"Мелкие включения, видимые без увеличения",62.1,57.0,5.69,5.75,3.55,2578
643,12137,0.94,Отличное,Голубой,"Мелкие включения, видимые без увеличения",61.9,57.0,6.21,6.29,3.87,3394
644,5254,0.69,Идеальное,Розовый,"Мелкие включения, видимые без увеличения",61.3,55.0,5.72,5.74,3.51,2459
645,25728,0.56,Отличное,,"Очень мелкие включения, видимые без увеличения",61.8,54.1,5.31,5.34,3.29,1576
646,1557,0.31,Идеальное,Аква,"Очень мелкие включения, видимые без увеличения",62.7,57.0,4.3,4.34,2.71,734
647,23162,0.33,Почти идеальное,Белый,"Очень мелкие включения, видимые без увеличения",62.4,59.0,4.41,4.47,2.77,666
648,295,0.54,Идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",61.0,56.0,5.25,5.3,3.22,1985
649,24931,0.26,Идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",61.4,56.0,4.11,4.14,2.53,545
650,24481,0.32,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",61.6,56.0,4.42,4.38,2.71,828
651,9553,1.01,Почти идеальное,Белый,"Мелкие включения, видимые без увеличения",63.0,59.0,6.32,6.27,3.96,4338
652,9230,0.76,Почти идеальное,Белый,"Очень мелкие включения, видимые без увеличения",59.6,57.0,6.01,5.91,3.55,2937
653,14734,0.71,Идеальное,Аква,"Мелкие включения, видимые без увеличения",60.2,56.0,5.86,5.83,3.52,2822
654,5729,0.5,Почти идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",62.1,58.0,5.1,5.01,3.14,1654
655,15962,0.5,Очень хорошее,Шампань,"Очень мелкие включения, видимые без увеличения",58.2,61.0,5.19,5.22,3.03,1806
656,14588,0.35,Почти идеальное,Шампань,"Мелкие включения, видимые без увеличения",59.7,60.0,4.58,4.53,2.72,788
657,12732,0.86,Отличное,Голубой,"Мелкие включения, видимые без увеличения",59.7,59.0,6.14,6.23,3.69,3228
658,7001,0.55,Очень хорошее,Розовый,"Очень мелкие включения, видимые без увеличения",59.5,62.0,5.3,5.35,3.17,1682
659,25235,0.82,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",61.9,57.0,5.96,5.99,3.7,3514
660,11126,0.31,Почти идеальное,,"Очень мелкие включения, видимые без увеличения",59.9,59.0,4.44,4.41,2.65,770
661,11540,0.77,Очень хорошее,Шампань,"Мелкие включения, видимые без увеличения",58.1,63.0,6.02,6.06,3.5,2371
662,8459,0.35,Идеальное,Аква,"Очень мелкие включения, не видимые без увеличения",61.5,57.0,4.55,4.52,2.79,1247
663,5839,0.31,Идеальное,,Чистый,62.2,56.0,4.31,4.34,2.69,979
664,2776,,Очень хорошее,Желтый,"Очень мелкие включения, видимые без увеличения",63.7,54.0,5.68,5.71,3.63,1959
665,24416,0.7,Почти идеальное,Розовый,"Очень мелкие включения, не видимые без увеличения",62.2,56.0,5.72,5.63,3.53,3018
666,9504,0.64,Почти идеальное,,"Мелкие включения, видимые без увеличения",62.8,54.0,5.52,5.5,3.46,1751
667,15874,0.91,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",62.4,56.0,6.2,6.17,3.86,3949
668,18684,0.5,Очень хорошее,Розовый,"Очень мелкие включения, видимые без увеличения",61.4,61.0,5.03,5.04,3.09,1613
669,7266,0.4,Отличное,Зеленый,"Очень мелкие включения, видимые без увеличения",62.9,59.0,4.68,4.73,2.96,737
670,20327,0.31,Идеальное,Белый,Чистый,62.3,56.0,4.34,4.36,2.71,871
671,12382,0.41,Идеальное,Зеленый,"Очень мелкие включения, не видимые без увеличения",61.8,55.0,4.79,4.76,2.95,1107
672,1129,0.51,Идеальное,,"Очень мелкие включения, не видимые без увеличения",61.3,57.0,5.17,5.14,3.16,2742
673,14421,0.59,Идеальное,Шампань,"Мелкие включения, видимые без увеличения",61.4,56.0,5.36,5.39,3.3,1664
674,11378,0.4,Почти идеальное,Розовый,"Мелкие включения, видимые без увеличения",62.2,57.0,4.72,4.67,2.92,945
675,11999,0.32,Очень хорошее,Белый,"Очень мелкие включения, видимые без увеличения",63.2,55.0,4.37,4.39,2.77,645
676,7601,0.3,Очень хорошее,Голубой,"Очень мелкие включения, видимые без увеличения",63.5,54.0,4.27,4.3,2.72,473
677,391,0.41,Отличное,Розовый,"Мелкие включения, видимые без увеличения",63.4,58.0,4.75,4.68,2.99,852
678,3266,0.77,Почти идеальное,,"Очень мелкие включения, видимые без увеличения",61.3,60.0,5.9,5.88,3.61,2789
679,14774,0.51,Идеальное,Голубой,"Очень мелкие включения, не видимые без увеличения",61.7,57.0,5.12,5.15,3.16,1837
680,2205,0.38,Отличное,Шампань,"Очень мелкие включения, видимые без увеличения",61.5,58.0,4.64,4.69,2.87,1000
